s11a,s12a,s21a,s22a,s11m,s12m,s21m,s22m
-0.9159186068202145,0.9173926657217691,0.9173926657217691,-0.9159186068202145,0.03110821773550008,0.007008085969532193,0.007008085969532193,0.03110821773550008
-0.9255206865637141,0.9795520945961572,0.9795520945961572,-0.9255206865637141,0.030826535584834672,0.005565535487598011,0.005565535487598011,0.030826535584834672
-0.9344989235678386,1.1834784145511936,1.1834784145511936,-0.9344989235678386,0.03085364666323259,0.0046795019387302905,0.0046795019387302905,0.03085364666323259
-0.9544256514075654,1.4641582029540505,1.4641582029540505,-0.9544256514075654,0.03108068056506451,0.00474120155498558,0.00474120155498558,0.03108068056506451
-0.9880628870655458,1.6494534106356102,1.6494534106356102,-0.9880628870655458,0.031121780207649007,0.005706084952673314,0.005706084952673314,0.031121780207649007
-1.0266665113099787,1.696707327406062,1.696707327406062,-1.0266665113099787,0.030663681450602467,0.0071546999658045835,0.0071546999658045835,0.030663681450602467
-1.056062566728604,1.6537688332285054,1.6537688332285054,-1.056062566728604,0.02972122661673389,0.008758996439791005,0.008758996439791005,0.02972122661673389
-1.0655084700086555,1.5610630436658097,1.5610630436658097,-1.0655084700086555,0.02865545685774281,0.010344532613646163,0.010344532613646163,0.02865545685774281
-1.05640099453943,1.4413149485181171,1.4413149485181171,-1.05640099453943,0.027953244431104973,0.011820197971255681,0.011820197971255681,0.027953244431104973
-1.04411170855146,1.3069075103656118,1.3069075103656118,-1.04411170855146,0.027870207503651087,0.013138011927606932,0.013138011927606932,0.027870207503651087
-1.046251593702613,1.1648069676054922,1.1648069676054922,-1.046251593702613,0.028216590019542753,0.014275570301865995,0.014275570301865995,0.028216590019542753
-1.0681830678665345,1.018997683809922,1.018997683809922,-1.0681830678665345,0.028509803064161843,0.015226763550371322,0.015226763550371322,0.028509803064161843
-1.1007808776162373,0.87168594029241,0.87168594029241,-1.1007808776162373,0.02832806482578956,0.015994922180337438,0.015994922180337438,0.02832806482578956
-1.1272339151632083,0.7239633510967198,0.7239633510967198,-1.1272339151632083,0.027573115302288457,0.016586730834092893,0.016586730834092893,0.027573115302288457
-1.1315751437073023,0.5762505222360741,0.5762505222360741,-1.1315751437073023,0.026541676743865292,0.017006998387550168,0.017006998387550168,0.026541676743865292
-1.1088370273961632,0.4286588984936085,0.4286588984936085,-1.1088370273961632,0.02579471190025628,0.017255013804640493,0.017255013804640493,0.02579471190025628
-1.0733836929182543,0.2813173986969889,0.2813173986969889,-1.0733836929182543,0.025814056920036375,0.01732321741398869,0.01732321741398869,0.025814056920036375
-1.0514375498749118,0.1346693852133096,0.1346693852133096,-1.0514375498749118,0.026620719707392278,0.017198510387149583,0.017198510387149583,0.026620719707392278
-1.059438495154217,-0.010260593474081262,-0.010260593474081262,-1.059438495154217,0.027736038334302767,0.016865976973075587,0.016865976973075587,0.027736038334302767
-1.0941497874436985,-0.15161424723416583,-0.15161424723416583,-1.0941497874436985,0.028525005437190217,0.01631438714681902,0.01631438714681902,0.028525005437190217
-1.139211571095046,-0.28642081355564786,-0.28642081355564786,-1.139211571095046,0.028560153096685123,0.015542769886276226,0.015542769886276226,0.028560153096685123
-1.1736876157054588,-0.4102371078935753,-0.4102371078935753,-1.1736876157054588,0.027811662618473627,0.014567638834872767,0.014567638834872767,0.027811662618473627
-1.178837482145144,-0.5166792541403153,-0.5166792541403153,-1.178837482145144,0.026684529629772052,0.013431031236584727,0.013431031236584727,0.026684529629772052
-1.1483210513658562,-0.596994018061826,-0.596994018061826,-1.1483210513658562,0.025890342622337005,0.012210111030284692,0.012210111030284692,0.025890342622337005
-1.099636864093427,-0.6404387072150136,-0.6404387072150136,-1.099636864093427,0.026069133677878154,0.01102856892046324,0.01102856892046324,0.026069133677878154
-1.0664772496300634,-0.6377281452331706,-0.6377281452331706,-1.0664772496300634,0.027303084707192452,0.010064590036430825,0.010064590036430825,0.027303084707192452
-1.0703704977580824,-0.5906624589786416,-0.5906624589786416,-1.0703704977580824,0.029030865001443636,0.009533527905251311,0.009533527905251311,0.029030865001443636
-1.1082324652670055,-0.5230625402992278,-0.5230625402992278,-1.1082324652670055,0.030463624006251785,0.00961150514230766,0.00961150514230766,0.030463624006251785
-1.1619550159862937,-0.4729191301159144,-0.4729191301159144,-1.1619550159862937,0.031023556378405707,0.0103295381869545,0.0103295381869545,0.031023556378405707
-1.2085933224008725,-0.4661597276860491,-0.4661597276860491,-1.2085933224008725,0.030570080225716667,0.011560553135205527,0.011560553135205527,0.030570080225716667
-1.2261815649668246,-0.5065221133062354,-0.5065221133062354,-1.2261815649668246,0.029476375443747496,0.013113892343083034,0.013113892343083034,0.029476375443747496
-1.2028096400511445,-0.5857512899886893,-0.5857512899886893,-1.2028096400511445,0.028564074937638875,0.01481738958215107,0.01481738958215107,0.028564074937638875
-1.1517507484204013,-0.6937019153446491,-0.6937019153446491,-1.1517507484204013,0.028746580842290315,0.016540881121326116,0.016540881121326116,0.028746580842290315
-1.1112324242620681,-0.822128250010195,-0.822128250010195,-1.1112324242620681,0.03037739423631566,0.0181901366554364,0.0181901366554364,0.03037739423631566
-1.1125422143426258,-0.9651050829038906,-0.9651050829038906,-1.1125422143426258,0.032918401074956825,0.019695535328522824,0.019695535328522824,0.032918401074956825
-1.1581234760642385,-1.118499257928397,-1.118499257928397,-1.1581234760642385,0.0353493217976942,0.02100308484608495,0.02100308484608495,0.0353493217976942
-1.2308333575291237,-1.2793637666738582,-1.2793637666738582,-1.2308333575291237,0.03675937625024769,0.022068768377971296,0.022068768377971296,0.03675937625024769
