s11a,s12a,s21a,s22a,s11m,s12m,s21m,s22m
-0.9148161376225943,-2.120358677985774,-2.120358677985774,-0.9148161376225943,0.03102510447239549,0.005807193002947921,0.005807193002947921,0.03102510447239549
-0.9239475668982283,-1.8832924233451434,-1.8832924233451434,-0.9239475668982283,0.03075109159309248,0.0061569954630230714,0.0061569954630230714,0.03075109159309248
-0.9325119073163839,-1.707000735581519,-1.707000735581519,-0.9325119073163839,0.03078984226642359,0.007273653084727499,0.007273653084727499,0.03078984226642359
-0.952160259062809,-1.6225587663803571,-1.6225587663803571,-0.952160259062809,0.031031328095750012,0.008984913629245294,0.008984913629245294,0.031031328095750012
-0.9856601432951236,-1.614995492374955,-1.614995492374955,-0.9856601432951236,0.031088097292411198,0.011087948554234634,0.011087948554234634,0.031088097292411198
-1.0242390606357306,-1.6614804392170313,-1.6614804392170313,-1.0242390606357306,0.030645829325493472,0.01341591338645266,0.01341591338645266,0.030645829325493472
-1.0537197875690518,-1.7446163484476638,-1.7446163484476638,-1.0537197875690518,0.029718627675436413,0.015829520136475064,0.015829520136475064,0.029718627675436413
-1.06339126969626,-1.8526010225702807,-1.8526010225702807,-1.06339126969626,0.028666322431308355,0.018204177042041282,0.018204177042041282,0.028666322431308355
-1.0546632825803508,-1.9773449131560907,-1.9773449131560907,-1.0546632825803508,0.02797380730048048,0.020427019235166495,0.020427019235166495,0.02797380730048048
-1.0428314467792172,-2.1130590505082307,-2.1130590505082307,-1.0428314467792172,0.02789500744547716,0.022400195853513757,0.022400195853513757,0.02789500744547716
-1.0453747340434896,-2.255416575428758,-2.255416575428758,-1.0453747340434896,0.028240322296772775,0.024045992735116324,0.024045992735116324,0.028240322296772775
-1.0675760914569952,-2.4010780320897407,-2.4010780320897407,-1.0675760914569952,0.02852907157287486,0.025310930156830034,0.025310930156830034,0.02852907157287486
-1.1003078376699706,-2.5474213225333164,-2.5474213225333164,-1.1003078376699706,0.028341738420190617,0.02616731403615201,0.02616731403615201,0.028341738420190617
