s11a,s12a,s21a,s22a,s11m,s12m,s21m,s22m
-0.9129288161033378,2.3046039405396197,2.3046039405396197,-0.9129288161033378,0.031071659851375805,0.005405270860725524,0.005405270860725524,0.031071659851375805
-0.9221718725727739,2.0585459103221497,2.0585459103221497,-0.9221718725727739,0.03081026900665606,0.006581705641573973,0.006581705641573973,0.03081026900665606
-0.9310060445004976,1.8513081772355735,1.8513081772355735,-0.9310060445004976,0.030861131555541307,0.007792029273913028,0.007792029273913028,0.030861131555541307
-0.9510265764554047,1.6683213243985955,1.6683213243985955,-0.9510265764554047,0.031112336888910495,0.00900885155218522,0.00900885155218522,0.031112336888910495
-0.9849438014384345,1.5004254533170966,1.5004254533170966,-0.9849438014384345,0.03117556662346792,0.010222337367393168,0.010222337367393168,0.03117556662346792
-1.0239774070109973,1.3410267507229658,1.3410267507229658,-1.0239774070109973,0.03073616770183926,0.011426741428559234,0.011426741428559234,0.03073616770183926
-1.0539721034313232,1.1850888391656305,1.1850888391656305,-1.0539721034313232,0.029807750768577668,0.012608252139147739,0.012608252139147739,0.029807750768577668
-1.0642082366610268,1.0290042909205974,1.0290042909205974,-1.0642082366610268,0.028749509868188316,0.01373723050079206,0.01373723050079206,0.028749509868188316
-1.056001925657188,0.8706649976055396,0.8706649976055396,-1.056001925657188,0.028046520792097764,0.01476759101343839,0.01476759101343839,0.028046520792097764
-1.044511333449665,0.7093813388629556,0.7093813388629556,-1.044511333449665,0.027954799501317386,0.0156431190670863,0.0156431190670863,0.027954799501317386
-1.0471718545967557,0.5455971597492506,0.5455971597492506,-1.0471718545967557,0.028288015526023946,0.016307815555013323,0.016307815555013323,0.028288015526023946
-1.0693514375095514,0.38049925696923687,0.38049925696923687,-1.0693514375095514,0.028567701773513268,0.016716499677105024,0.016716499677105024,0.028567701773513268
-1.1020398914888712,0.21562659627723527,0.21562659627723527,-1.1020398914888712,0.028374505860753962,0.016842640579579456,0.016842640579579456,0.028374505860753962
-1.128538921704943,0.05253011834050693,0.05253011834050693,-1.128538921704943,0.02761062719272236,0.016681743531830804,0.016681743531830804,0.02761062719272236
-1.132949821138659,-0.10751047626282446,-0.10751047626282446,-1.132949821138659,0.02657197815504642,0.01624991270468183,0.01624991270468183,0.02657197815504642
-1.1103140257958315,-0.2637181167483788,-0.2637181167483788,-1.1103140257958315,0.02581820184306508,0.015578274686596722,0.015578274686596722,0.02581820184306508
-1.074944621645048,-0.4159897970967523,-0.4159897970967523,-1.074944621645048,0.025830196513109083,0.014704812254941232,0.014704812254941232,0.025830196513109083
-1.053010153046376,-0.5649827055131128,-0.5649827055131128,-1.053010153046376,0.026629044794466896,0.013665792604527395,0.013665792604527395,0.026629044794466896
-1.0609547010282045,-0.7120939458990365,-0.7120939458990365,-1.0609547010282045,0.02773671604726386,0.012489167058975358,0.012489167058975358,0.02773671604726386
